TERM_CODE,TERM_DESCRIPTION,CRN,SUBJECT,COURSE_NUMBER,SECTION,SCHEDULE_DESC,TITLE,MAXIMUM_ENROLLMENT,ACTUAL_ENROLLMENT
200820,Spring Semester 2008,3273,CS,101,004,Lab,Living with Computers,20,12
200820,Spring Semester 2008,3274,CS,101,005,Lab,Living with Computers,20,21
200820,Spring Semester 2008,3275,CS,101,006,Lab,Living with Computers,20,19
200820,Spring Semester 2008,3276,CS,144,001,Lecture,Intro to Computer Science,25,18
200820,Spring Semester 2008,3277,CS,144,002,Lab,Intro to Computer Science,25,18
200820,Spring Semester 2008,3278,CS,145,001,Lecture,Intro to Object-Oriented Prog,25,18
200820,Spring Semester 2008,3279,CS,145,002,Lab,Intro to Object-Oriented Prog,25,18
200820,Spring Semester 2008,3280,CS,245,001,Lecture,Adv Computer Programming,20,2
200820,Spring Semester 2008,3281,CS,245,002,Lab,Adv Computer Programming,20,2
200820,Spring Semester 2008,4418,CS,328,001,Lecture,C and Unix,20,10
200820,Spring Semester 2008,3284,CS,345,001,Lecture,Data & File Structures,20,9
200820,Spring Semester 2008,3285,CS,345,002,Lab,Data & File Structures,20,9
200820,Spring Semester 2008,3288,CS,421,001,Lecture,Adv Data Struct & Alg Dev,0,0
200820,Spring Semester 2008,3286,CS,431,001,Lecture,Database Management,20,8
200820,Spring Semester 2008,3292,CS,450,001,Lecture,Programming Seminar 2,20,6
200820,Spring Semester 2008,3293,CS,450,002,Lab,Programming Seminar 2,20,6
200820,Spring Semester 2008,3294,CS,473,001,Lecture,Artificial Neural Networks,20,1
200820,Spring Semester 2008,4658,CS,481,001,Lecture,Senior Project Design,5,2
200820,Spring Semester 2008,4417,CS,482,001,Lecture,Senior Project Implementation,5,3
200820,Spring Semester 2008,3291,CS,483,001,Lecture,Senior Project Presentation,10,1
200820,Spring Semester 2008,4678,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200820,Spring Semester 2008,4679,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200820,Spring Semester 2008,4680,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
200820,Spring Semester 2008,4800,CS,490,004,Ind Study/Research/Thesis/Proj,Independent Study,15,2
200820,Spring Semester 2008,4576,CS,514,001,Lecture,The C++ Programming Language,0,0
200820,Spring Semester 2008,4577,CS,514,002,Lab,The C++ Programming Language,0,0
200820,Spring Semester 2008,3302,CS,515,001,Lecture,Java Programming,10,4
200820,Spring Semester 2008,3303,CS,515,002,Lab,Java Programming,10,4
200820,Spring Semester 2008,3282,CS,516,001,Lecture,Adv Comp Prg Data Structure,5,7
200820,Spring Semester 2008,3283,CS,516,002,Lab,Adv Comp Prg Data Structure,5,7
200820,Spring Semester 2008,3289,CS,521,001,Lecture,Adv Data Struct & Algorith Dev,0,0
200820,Spring Semester 2008,4419,CS,528,001,Lecture,C and Unix,20,8
200820,Spring Semester 2008,3287,CS,531,001,Lecture,Database Management,10,8
200820,Spring Semester 2008,3295,CS,573,001,Lecture,Artificial Neural Networks,10,5
200820,Spring Semester 2008,3300,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
200820,Spring Semester 2008,3304,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,1,2
200820,Spring Semester 2008,4566,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200820,Spring Semester 2008,3301,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200820,Spring Semester 2008,3305,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,0,0
200820,Spring Semester 2008,3290,CS,610,001,Lecture,Synthesis of Media Arts & CS,15,7
200820,Spring Semester 2008,3296,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
200820,Spring Semester 2008,3298,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,1
200820,Spring Semester 2008,3297,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,0,0
200820,Spring Semester 2008,3299,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,6
200830,Summer Semester 2008,1622,CS,481,001,Lecture,Senior Project Design,10,1
200830,Summer Semester 2008,1624,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
200830,Summer Semester 2008,1625,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200830,Summer Semester 2008,1626,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,3
200830,Summer Semester 2008,1061,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,0,0
200830,Summer Semester 2008,1062,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,2
200910,Fall Semester 2008,2139,CS,101,001,Lecture,Living with Computers,40,40
200910,Fall Semester 2008,2140,CS,101,002,Lecture,Living with Computers,40,37
200910,Fall Semester 2008,2141,CS,101,003,Lab,Living with Computers,20,22
200910,Fall Semester 2008,2142,CS,101,004,Lab,Living with Computers,20,19
200910,Fall Semester 2008,2143,CS,101,005,Lab,Living with Computers,20,18
200910,Fall Semester 2008,2144,CS,101,006,Lab,Living with Computers,20,18
200910,Fall Semester 2008,3696,CS,101,007,Lecture,Living with Computers,0,0
200910,Fall Semester 2008,3697,CS,101,008,Lab,Living with Computers,0,0
200910,Fall Semester 2008,3698,CS,101,009,Lab,Living with Computers,0,0
200910,Fall Semester 2008,2133,CS,144,001,Lecture,Intro to Computer Science,25,24
200910,Fall Semester 2008,2134,CS,144,002,Lab,Intro to Computer Science,25,24
200910,Fall Semester 2008,2135,CS,145,001,Lecture,Intro to Object-Oriented Prog,20,21
200910,Fall Semester 2008,2136,CS,145,002,Lab,Intro to Object-Oriented Prog,20,21
200910,Fall Semester 2008,2145,CS,245,001,Lecture,Adv Computer Programming,25,4
200910,Fall Semester 2008,2146,CS,245,002,Lab,Adv Computer Programming,25,4
200910,Fall Semester 2008,2149,CS,350,001,Lecture,Programming Seminar 1,20,7
200910,Fall Semester 2008,2150,CS,350,002,Lab,Programming Seminar 1,20,6
200910,Fall Semester 2008,2151,CS,451,001,Lecture,Software Engineering,25,4
200910,Fall Semester 2008,2153,CS,461,001,Lecture,Programming Languages,25,8
200910,Fall Semester 2008,2155,CS,463,001,Lecture/Lab,Web Programming,20,7
200910,Fall Semester 2008,2157,CS,481,001,Lecture,Senior Project Design,5,2
200910,Fall Semester 2008,2158,CS,482,001,Lecture,Senior Project Implementation,5,3
200910,Fall Semester 2008,2161,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200910,Fall Semester 2008,2162,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200910,Fall Semester 2008,3720,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200910,Fall Semester 2008,2137,CS,515,001,Lecture,Java Programming,20,2
200910,Fall Semester 2008,2138,CS,515,002,Lab,Java Programming,20,2
200910,Fall Semester 2008,2147,CS,516,001,Lecture,Adv Comp Prg Data Structure,10,1
200910,Fall Semester 2008,2148,CS,516,002,Lab,Adv Comp Prg Data Structure,10,1
200910,Fall Semester 2008,2152,CS,551,001,Lecture,Software Engineering,15,5
200910,Fall Semester 2008,2154,CS,561,001,Lecture,Programming Languages,15,2
200910,Fall Semester 2008,2156,CS,563,001,Lecture,Web Programming,15,6
200910,Fall Semester 2008,2163,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,2
200910,Fall Semester 2008,2164,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200910,Fall Semester 2008,2165,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200910,Fall Semester 2008,2166,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200910,Fall Semester 2008,2167,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,5,0
200910,Fall Semester 2008,2159,CS,600,001,Lecture,Prin Media Arts & Comp Sci,20,5
200910,Fall Semester 2008,2160,CS,620,001,Lecture,Multimedia Project Development,20,9
200910,Fall Semester 2008,2168,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
200910,Fall Semester 2008,2257,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,1
200910,Fall Semester 2008,3764,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,5,0
200910,Fall Semester 2008,2256,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,5
200910,Fall Semester 2008,2258,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,0
200910,Fall Semester 2008,3754,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,5,1
200920,Spring Semester 2009,3666,CS,101,001,Lecture,Living with Computers,40,40
200920,Spring Semester 2009,3667,CS,101,002,Lecture,Living with Computers,40,36
200920,Spring Semester 2009,3668,CS,101,003,Lab,Living with Computers,20,19
200920,Spring Semester 2009,3669,CS,101,004,Lab,Living with Computers,20,20
200920,Spring Semester 2009,3670,CS,101,005,Lab,Living with Computers,20,19
200920,Spring Semester 2009,3671,CS,101,006,Lab,Living with Computers,20,18
200920,Spring Semester 2009,3672,CS,144,001,Lecture,Intro to Computer Science,25,15
200920,Spring Semester 2009,3673,CS,144,002,Lab,Intro to Computer Science,25,15
200920,Spring Semester 2009,3674,CS,145,001,Lecture,Intro to Object-Oriented Prog,25,13
200920,Spring Semester 2009,3675,CS,145,002,Lab,Intro to Object-Oriented Prog,25,13
200920,Spring Semester 2009,3676,CS,245,001,Lecture,Adv Computer Programming,25,7
200920,Spring Semester 2009,3677,CS,245,002,Lab,Adv Computer Programming,25,7
200920,Spring Semester 2009,3681,CS,328,001,Lecture,C and Unix,25,11
200920,Spring Semester 2009,4463,CS,335,001,Lecture,Select Top in Comp Science,20,17
200920,Spring Semester 2009,4568,CS,335,002,Interactive TV,Select Top in Comp Science,30,1
200920,Spring Semester 2009,4569,CS,335,003,Interactive TV,Select Top in Comp Science,30,5
200920,Spring Semester 2009,4570,CS,335,004,Interactive TV,Select Top in Comp Science,30,1
200920,Spring Semester 2009,3685,CS,421,001,Lecture,Adv Data Struct & Alg Dev,25,5
200920,Spring Semester 2009,4395,CS,435,001,Lecture,Select Top in Comp Science,20,9
200920,Spring Semester 2009,3683,CS,474,001,Lecture,Machine Learning Algorithms,15,3
200920,Spring Semester 2009,3680,CS,481,001,Lecture,Senior Project Design,20,1
200920,Spring Semester 2009,3687,CS,482,001,Lecture,Senior Project Implementation,15,5
200920,Spring Semester 2009,3688,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200920,Spring Semester 2009,3689,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200920,Spring Semester 2009,3690,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200920,Spring Semester 2009,3691,CS,515,001,Lecture,Java Programming,25,2
200920,Spring Semester 2009,3692,CS,515,002,Lab,Java Programming,25,2
200920,Spring Semester 2009,3678,CS,516,001,Lecture,Adv Comp Prg Data Structure,10,2
200920,Spring Semester 2009,3679,CS,516,002,Lab,Adv Comp Prg Data Structure,10,2
200920,Spring Semester 2009,3686,CS,521,001,Lecture,Adv Data Struct & Algorith Dev,25,2
200920,Spring Semester 2009,3682,CS,528,001,Lecture,C and Unix,10,6
200920,Spring Semester 2009,4396,CS,535,001,Lecture,ST:  Computer Science,20,3
200920,Spring Semester 2009,4581,CS,535,002,Interactive TV,ST:  Computer Science,15,6
200920,Spring Semester 2009,3684,CS,574,001,Lecture,Machine Learning Algorithms,15,10
200920,Spring Semester 2009,4742,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200920,Spring Semester 2009,3693,CS,610,001,Lecture,Synthesis of Media Arts & CS,30,7
200920,Spring Semester 2009,4613,CS,690,001,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200920,Spring Semester 2009,3694,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,0
200920,Spring Semester 2009,3695,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,5,0
200920,Spring Semester 2009,3696,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,5,0
200920,Spring Semester 2009,3697,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,0
200920,Spring Semester 2009,3698,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,0
200920,Spring Semester 2009,3699,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,5,3
200930,Summer Semester 2009,1615,CS,328,001,Lecture,C and Unix,25,7
200930,Summer Semester 2009,1299,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200930,Summer Semester 2009,1300,CS,490,004,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200930,Summer Semester 2009,1616,CS,528,001,Lecture,C and Unix,25,1
200930,Summer Semester 2009,1301,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200930,Summer Semester 2009,1302,CS,590,004,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200930,Summer Semester 2009,1307,CS,690,003,Ind Study/Research/Thesis/Proj,Independent Study,5,0
200930,Summer Semester 2009,1308,CS,690,004,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200930,Summer Semester 2009,1671,CS,690,005,Ind Study/Research/Thesis/Proj,Independent Study,5,1
200930,Summer Semester 2009,1303,CS,697,004,Ind Study/Research/Thesis/Proj,Field Project,5,1
200930,Summer Semester 2009,1309,CS,697,005,Ind Study/Research/Thesis/Proj,Field Project,5,0
200930,Summer Semester 2009,1310,CS,697,006,Ind Study/Research/Thesis/Proj,Field Project,5,0
200930,Summer Semester 2009,1304,CS,699,004,Ind Study/Research/Thesis/Proj,Thesis,5,0
200930,Summer Semester 2009,1305,CS,699,005,Ind Study/Research/Thesis/Proj,Thesis,5,0
200930,Summer Semester 2009,1306,CS,699,006,Ind Study/Research/Thesis/Proj,Thesis,5,1
201010,Fall Semester 2009,3042,CS,101,001,Lecture,Living with Computers,40,38
201010,Fall Semester 2009,3043,CS,101,002,Lecture,Living with Computers,40,39
201010,Fall Semester 2009,3044,CS,101,003,Lab,Living with Computers,20,19
201010,Fall Semester 2009,3045,CS,101,004,Lab,Living with Computers,20,20
201010,Fall Semester 2009,3046,CS,101,005,Lab,Living with Computers,20,20
201010,Fall Semester 2009,3047,CS,101,006,Lab,Living with Computers,20,18
201010,Fall Semester 2009,3670,CS,101,007,Lecture,Living with Computers,21,19
201010,Fall Semester 2009,3671,CS,101,008,Lab,Living with Computers,21,19
201010,Fall Semester 2009,3672,CS,101,009,Interactive TV,Living with Computers,20,23
201010,Fall Semester 2009,3673,CS,101,010,Lab,Living with Computers,20,23
201010,Fall Semester 2009,3048,CS,144,001,Lecture,Intro to Computer Science,25,17
201010,Fall Semester 2009,3049,CS,144,002,Lab,Intro to Computer Science,25,17
201010,Fall Semester 2009,3050,CS,145,001,Lecture,Intro to Object-Oriented Prog,20,11
201010,Fall Semester 2009,3051,CS,145,002,Lab,Intro to Object-Oriented Prog,20,11
201010,Fall Semester 2009,3054,CS,245,001,Lecture,Adv Computer Programming,20,7
201010,Fall Semester 2009,3055,CS,245,002,Lab,Adv Computer Programming,20,7
201010,Fall Semester 2009,3060,CS,341,001,Lecture,Mach Arch & Assem Lang Prog,20,11
201010,Fall Semester 2009,3058,CS,350,001,Lecture,Programming Seminar 1,20,7
201010,Fall Semester 2009,3059,CS,350,002,Lab,Programming Seminar 1,20,7
201010,Fall Semester 2009,3061,CS,431,001,Lecture,Database Management,20,4
201010,Fall Semester 2009,3065,CS,443,001,Lecture,Operating Systems,20,8
201010,Fall Semester 2009,3063,CS,450,001,Lecture,Programming Seminar 2,20,3
201010,Fall Semester 2009,3064,CS,450,002,Lab,Programming Seminar 2,20,3
201010,Fall Semester 2009,3731,CS,463,001,Lecture,Web Programming,25,2
201010,Fall Semester 2009,3854,CS,464,001,Lecture,Network Programming,25,1
201010,Fall Semester 2009,3069,CS,481,001,Lecture,Senior Project Design,10,3
201010,Fall Semester 2009,3070,CS,482,001,Lecture,Senior Project Implementation,10,2
201010,Fall Semester 2009,3071,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,0,0
201010,Fall Semester 2009,3072,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,5,1
201010,Fall Semester 2009,3073,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
201010,Fall Semester 2009,3052,CS,515,001,Lecture,Java Programming,10,1
201010,Fall Semester 2009,3053,CS,515,002,Lab,Java Programming,10,1
201010,Fall Semester 2009,3056,CS,516,001,Lecture,Adv Comp Prg Data Structure,10,3
201010,Fall Semester 2009,3057,CS,516,002,Lab,Adv Comp Prg Data Structure,10,2
201010,Fall Semester 2009,3062,CS,531,001,Lecture,Database Management,20,10
201010,Fall Semester 2009,3066,CS,543,001,Lecture,Operating Systems,20,10
201010,Fall Semester 2009,3732,CS,563,001,Lecture,Web Programming,25,8
201010,Fall Semester 2009,3855,CS,564,001,Lecture,Network Programming,25,6
201010,Fall Semester 2009,3074,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,0,0
201010,Fall Semester 2009,3075,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,5,3
201010,Fall Semester 2009,3076,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,5,2
201010,Fall Semester 2009,3077,CS,592,001,Ind Study/Research/Thesis/Proj,Independent Research,5,1
201010,Fall Semester 2009,3078,CS,592,002,Ind Study/Research/Thesis/Proj,Independent Research,5,1
201010,Fall Semester 2009,3079,CS,592,003,Ind Study/Research/Thesis/Proj,Independent Research,0,0
201010,Fall Semester 2009,3068,CS,600,001,Lecture,Prin Media Arts & Comp Sci,20,8
201010,Fall Semester 2009,3067,CS,620,001,Lecture,Multimedia Project Development,15,7
201010,Fall Semester 2009,3083,CS,697,001,Ind Study/Research/Thesis/Proj,Field Project,5,1
201010,Fall Semester 2009,3084,CS,697,002,Ind Study/Research/Thesis/Proj,Field Project,0,0
201010,Fall Semester 2009,3085,CS,697,003,Ind Study/Research/Thesis/Proj,Field Project,0,0
201010,Fall Semester 2009,3080,CS,699,001,Ind Study/Research/Thesis/Proj,Thesis,5,5
201010,Fall Semester 2009,3081,CS,699,002,Ind Study/Research/Thesis/Proj,Thesis,5,1
201010,Fall Semester 2009,3082,CS,699,003,Ind Study/Research/Thesis/Proj,Thesis,5,1
201020,Spring Semester 2010,4101,CS,101,001,Lecture,Living with Computers,30,29
201020,Spring Semester 2010,4102,CS,101,002,Lecture,Living with Computers,20,19
201020,Spring Semester 2010,4103,CS,101,003,Lab,Living with Computers,20,19
201020,Spring Semester 2010,4104,CS,101,004,Lab,Living with Computers,15,14
201020,Spring Semester 2010,4105,CS,101,005,Lab,Living with Computers,15,14
201020,Spring Semester 2010,4106,CS,101,006,Lab,Living with Computers,15,14
201020,Spring Semester 2010,4107,CS,101,007,Lab,Living with Computers,15,15
201020,Spring Semester 2010,4144,CS,101,008,Lecture,Living with Computers,30,30
201020,Spring Semester 2010,4627,CS,101,009,Interactive TV,Living with Computers,25,6
201020,Spring Semester 2010,4628,CS,101,010,Lab,Living with Computers,25,6
201020,Spring Semester 2010,4814,CS,135,001,Lecture,Select Top in Comp Science,6,5
201020,Spring Semester 2010,4110,CS,144,001,Lecture,Intro to Computer Science,20,18
201020,Spring Semester 2010,4111,CS,144,002,Lab,Intro to Computer Science,20,18
201020,Spring Semester 2010,4140,CS,145,001,Lecture,Intro to Object-Oriented Prog,20,16
201020,Spring Semester 2010,4141,CS,145,002,Lab,Intro to Object-Oriented Prog,20,16
201020,Spring Semester 2010,4126,CS,245,001,Lecture,Adv Computer Programming,20,12
201020,Spring Semester 2010,4127,CS,245,002,Lab,Adv Computer Programming,20,12
201020,Spring Semester 2010,4776,CS,350,002,Lecture,Programming Seminar 1,25,3
201020,Spring Semester 2010,4777,CS,350,003,Interactive TV,Programming Seminar 1,25,2
201020,Spring Semester 2010,4778,CS,350,004,Interactive TV,Programming Seminar 1,25,0
201020,Spring Semester 2010,4112,CS,351,001,Lecture,Systems Design & Analysis,20,10
201020,Spring Semester 2010,4130,CS,421,001,Lecture,Adv Data Struct & Alg Dev,20,8
201020,Spring Semester 2010,4779,CS,431,001,Lecture,Database Management,25,3
201020,Spring Semester 2010,4780,CS,431,002,Interactive TV,Database Management,25,3
201020,Spring Semester 2010,4781,CS,431,003,Interactive TV,Database Management,25,1
201020,Spring Semester 2010,4811,CS,435,001,Lecture,Select Top in Comp Science,25,2
201020,Spring Semester 2010,4145,CS,451,001,Lecture,Software Engineering,20,9
201020,Spring Semester 2010,4132,CS,461,001,Lecture,Programming Languages,20,8
201020,Spring Semester 2010,4134,CS,481,001,Lecture,Senior Project Design,20,5
201020,Spring Semester 2010,4147,CS,482,001,Lecture,Senior Project Implementation,20,5
201020,Spring Semester 2010,4116,CS,490,001,Ind Study/Research/Thesis/Proj,Independent Study,20,1
201020,Spring Semester 2010,4121,CS,490,002,Ind Study/Research/Thesis/Proj,Independent Study,10,1
201020,Spring Semester 2010,4135,CS,490,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
201020,Spring Semester 2010,4142,CS,515,001,Lecture,Java Programming,10,1
201020,Spring Semester 2010,4143,CS,515,002,Lab,Java Programming,10,1
201020,Spring Semester 2010,4128,CS,516,001,Lecture,Adv Comp Prg Data Structure,20,1
201020,Spring Semester 2010,4129,CS,516,002,Lab,Adv Comp Prg Data Structure,20,1
201020,Spring Semester 2010,4131,CS,521,001,Lecture,Adv Data Struct & Algorith Dev,20,5
201020,Spring Semester 2010,4782,CS,531,001,Lecture,Database Management,25,0
201020,Spring Semester 2010,4783,CS,531,002,Interactive TV,Database Management,25,2
201020,Spring Semester 2010,4784,CS,531,003,Interactive TV,Database Management,25,0
201020,Spring Semester 2010,4737,CS,535,001,Lecture,ST:  Computer Science,0,0
201020,Spring Semester 2010,4146,CS,551,001,Lecture,Software Engineering,10,12
201020,Spring Semester 2010,4133,CS,561,001,Lecture,Programming Languages,20,4
201020,Spring Semester 2010,4118,CS,590,001,Ind Study/Research/Thesis/Proj,Independent Study,10,1
201020,Spring Semester 2010,4124,CS,590,002,Ind Study/Research/Thesis/Proj,Independent Study,10,1
201020,Spring Semester 2010,4136,CS,590,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
201020,Spring Semester 2010,4115,CS,610,001,Lecture,Synthesis of Media Arts & CS,20,10
201020,Spring Semester 2010,4789,CS,635,001,Lecture,ST:,25,7
201020,Spring Semester 2010,4812,CS,635,002,Lecture,ST:,25,7
201020,Spring Semester 2010,4119,CS,690,001,Ind Study/Research/Thesis/Proj,Independent Study,10,1
201020,Spring Semester 2010,4125,CS,690,002,Ind Study/Research/Thesis/Proj,Independent Study,10,2
201020,Spring Semester 2010,4137,CS,690,003,Ind Study/Research/Thesis/Proj,Independent Study,0,0
